agency_id,agency_business_entity_name,client_name
362,89 Degrees East Pty Ltd,Australian News Channel
362,89 Degrees East Pty Ltd,Brotherhood of St Laurence
362,89 Degrees East Pty Ltd,Raising Children Network
362,89 Degrees East Pty Ltd,Skinny Fish Music
362,89 Degrees East Pty Ltd,Reconciliation Australia
362,89 Degrees East Pty Ltd,Supply Nation
362,89 Degrees East Pty Ltd,Truth Justice and Healing Council
362,89 Degrees East Pty Ltd,National Disability and Carer Alliance
362,89 Degrees East Pty Ltd,Foundation for Young Australians
271,A D Evers-Buckland,Association of Liquor Licensees Melbourne
271,A D Evers-Buckland,Palace Pty Ltd (The Palace Theatre Melbourne)
271,A D Evers-Buckland,Concert Lighting Systems
271,A D Evers-Buckland,Red Engine Group Pty Ltd
605,ABAKUS - Aircraft and Aviation Specialists Pty Limited,Rafael  Advanced Defense Systems Limited
36,Aegis Consulting Group Pty Ltd,EdenRed
36,Aegis Consulting Group Pty Ltd,Global Renewables
36,Aegis Consulting Group Pty Ltd,Ardent Leisure 
36,Aegis Consulting Group Pty Ltd,Novartis Pharmaceuticals 
36,Aegis Consulting Group Pty Ltd,One80TC
36,Aegis Consulting Group Pty Ltd,Club Plus Superannuation
37,Aequum Pty Ltd,Westfund Health Ltd
522,Alex Gosman Consulting,Australian Self Medication Industry
522,Alex Gosman Consulting,Willard Consulting
104,Alkar Pty Ltd,NT Airports
104,Alkar Pty Ltd,Galbraith & Co.
104,Alkar Pty Ltd,Converga 
104,Alkar Pty Ltd,Aviation/Aerospace Australia
104,Alkar Pty Ltd,Manufacturing Skills Australia
671,ALSADA TECHNOLOGY PTY. LIMITED ,L-3 Narda-MITEQ
671,ALSADA TECHNOLOGY PTY. LIMITED ,L-3 Communications 
666,APEC Lawyers and Consultants Pty Ltd.,Australian Chinese General Chamber of Business
415,APS Networking Pty Ltd,Clubs Australia
415,APS Networking Pty Ltd,Clubs NSW
588,Argos Consulting,Phoenix Compliance Management Pty Ltd
588,Argos Consulting,Daily Update Pty Ltd
499,Asia Pacific Corporation Pty Ltd,Australia Pacific LNG
379,assetpr,McCain Foods
379,assetpr,Institute for Legal Reform
63,AusAccess Unit Trust,Samsung Techwin
63,AusAccess Unit Trust,Global Defence Industries
63,AusAccess Unit Trust,TECC Pty Ltd
63,AusAccess Unit Trust,Aboriginal AG-Arts Residency Kenmore Limited
63,AusAccess Unit Trust,Genesys Labs
63,AusAccess Unit Trust,Berrigan District Aged Care Association
63,AusAccess Unit Trust,Daewoo Shipbuilding and Marine Engineering (DSME)
63,AusAccess Unit Trust,Hardcat Pty Ltd
233,Australian Industry Involvement Services,General Electric Aviation
234,Australian Project Developments Pty. Ltd.,Eastern Region Alliance
234,Australian Project Developments Pty. Ltd.,Campbelltown City Council
234,Australian Project Developments Pty. Ltd.,Cape York Sustainable Futures
234,Australian Project Developments Pty. Ltd.,City of Playford
234,Australian Project Developments Pty. Ltd.,HydroSun Ltd
234,Australian Project Developments Pty. Ltd.,Adelaide City Council
234,Australian Project Developments Pty. Ltd.,Alexandrina Council
234,Australian Project Developments Pty. Ltd.,Moira Shire Council
234,Australian Project Developments Pty. Ltd.,Wakefield Group
234,Australian Project Developments Pty. Ltd.,Jerilderie Shire Council
45,Australian Public Affairs Limited Partnership,Aviagen Australia Pty Ltd
45,Australian Public Affairs Limited Partnership,Aviagen NZ Ltd
45,Australian Public Affairs Limited Partnership,Wesley Institute
45,Australian Public Affairs Limited Partnership,Indiana Wesleyan University
45,Australian Public Affairs Limited Partnership,Red Bull GbmH
135,Australian Spectrum Consultants Pty Ltd,Globalstar Inc
135,Australian Spectrum Consultants Pty Ltd,Qualcomm International
135,Australian Spectrum Consultants Pty Ltd,Pivotel Group Pty Ltd
135,Australian Spectrum Consultants Pty Ltd,PoleStar SA
42,Aviops Pty Ltd acting as trustee for the McCormack Family Trust,Chemring Australia Pty Ltd
42,Aviops Pty Ltd acting as trustee for the McCormack Family Trust,General Electric Aviation
42,Aviops Pty Ltd acting as trustee for the McCormack Family Trust,Quickstep Holdings Ltd
413,BAE Systems Australia Limited,ITT Excelis
513,Barry Charles Matson,FE Technologies
513,Barry Charles Matson,Spectrovation.Com LLC
513,Barry Charles Matson,The Trustee for the Reed Licensing Trust
513,Barry Charles Matson,DJ Consulting Services Limited Company number 04129551 12 Tybenham Road London SW193LA United Kingdo
513,Barry Charles Matson,Inmarsat Global Limited 99 City Road London EC1Y 1AX England  http://www.inmarsat.com/
513,Barry Charles Matson,Inmarsat Australia PTY Limited ABN 19 090 853 080
139,Bartholomew Quinn and Associates,Waterfront Business Community
139,Bartholomew Quinn and Associates,Shaw Contracting
139,Bartholomew Quinn and Associates,Norske Skog
139,Bartholomew Quinn and Associates,Wallenius Wilhelmsen Logistics
338,Barton Deakin ,Navitas
338,Barton Deakin ,Corrs Chambers Westgarth
338,Barton Deakin ,Apple
338,Barton Deakin ,Yellow Edge
338,Barton Deakin ,Motorola
338,Barton Deakin ,Total Environment Centre
338,Barton Deakin ,Adobe
338,Barton Deakin ,AIME Mentoring
338,Barton Deakin ,CUB Pty Ltd
338,Barton Deakin ,Indue
338,Barton Deakin ,Harness Racing Australia Inc
338,Barton Deakin ,Cure for Life Foundation
338,Barton Deakin ,Camp Quality
338,Barton Deakin ,Open Universities Australia
338,Barton Deakin ,Aspen Medical
338,Barton Deakin ,Playtika Ltd
338,Barton Deakin ,International Social Games Coalition
338,Barton Deakin ,Trility
338,Barton Deakin ,Australian Centre for Healthcare Governance
338,Barton Deakin ,Canada Pension Plan Investment Board
338,Barton Deakin ,ViiV Healthcare
338,Barton Deakin ,Medibank Health Solutions Pty Ltd
338,Barton Deakin ,Crown Castle Australia Pty Limited
338,Barton Deakin ,Northgate Public Services Pty Ltd
338,Barton Deakin ,Royal Agricultural Society of NSW
338,Barton Deakin ,Yum! Restaurants Australia Pty Limited 
338,Barton Deakin ,The Song Room Inc 
338,Barton Deakin ,McDonald's Australia Ltd
338,Barton Deakin ,Australia Health Tourism Pty Ltd 
338,Barton Deakin ,RMIT University 
338,Barton Deakin ,Corning Cable Systems Pty Ltd 
338,Barton Deakin ,Settlement Services International 
338,Barton Deakin ,Uranium One Australia Pty Ltd
338,Barton Deakin ,The Caravan Camping & Touring Industry & Manufactured Housing Industry Association of NSW Ltd
338,Barton Deakin ,Citigroup Pty Limited
338,Barton Deakin ,Australian Private Hospitals Association Limited
338,Barton Deakin ,Renew Initiatives Australia Limited 
338,Barton Deakin ,Bowel Cancer Australia
338,Barton Deakin ,C.H. Group Pty Ltd
338,Barton Deakin ,Bain and Company Inc
338,Barton Deakin ,Buchanan Group
338,Barton Deakin ,AARNet Pty Ltd
338,Barton Deakin ,The Alliance for Safe Children
338,Barton Deakin ,Heathgate Resources Pty Ltd
338,Barton Deakin ,Ally Group
338,Barton Deakin ,CSL Australia
338,Barton Deakin ,National Pork Producers Council
338,Barton Deakin ,AMP Limited
338,Barton Deakin ,RUOK Limited
338,Barton Deakin ,INS Career Management
338,Barton Deakin ,Nextgen Group Holdings Pty Ltd 
338,Barton Deakin ,Ernst & Young
338,Barton Deakin ,Fujitsu Australia Ltd.
338,Barton Deakin ,Expedia Inc
338,Barton Deakin ,Honeywell Holdings Pty Ltd
338,Barton Deakin ,Teekay Shipping (Australia) Pty Ltd
338,Barton Deakin ,National Association of People With HIV Australia
338,Barton Deakin ,KinCare Health Services Pty Ltd
338,Barton Deakin ,IPAR Rehabilitation Pty Ltd
338,Barton Deakin ,St George Community Housing Limited 
338,Barton Deakin ,Nearmap Ltd
338,Barton Deakin ,Ferrier Hodgson
338,Barton Deakin ,Life Without Barriers
338,Barton Deakin ,Company B Limited
338,Barton Deakin ,The ORS Group Pty Ltd
338,Barton Deakin ,Gulf Savannah Development Inc. 
338,Barton Deakin ,Spotless Group Limited
338,Barton Deakin ,Lockheed Martin Overseas Corporation
338,Barton Deakin ,Children's Medical Research Institute
338,Barton Deakin ,Opal Aged Care
338,Barton Deakin ,Adults Surviving Child Abuse
338,Barton Deakin ,Orica Australia Pty Ltd
338,Barton Deakin ,ADV6 Pty Ltd
338,Barton Deakin ,Mark Moran Group Pty Ltd
338,Barton Deakin ,Early Learning and Care Council of Australia Inc
338,Barton Deakin ,Private Healthcare Australia Limited
338,Barton Deakin ,Accelerate Group Pty Ltd
338,Barton Deakin ,Dennis Family Corporation Pty Ltd
338,Barton Deakin ,Law Institute of Victoria Limited
338,Barton Deakin ,Murdoch Childrens Research Institute
338,Barton Deakin ,Higgins Coatings Pty Ltd
338,Barton Deakin ,Social Traders Ltd
338,Barton Deakin ,Coca Cola Amatil
338,Barton Deakin ,CHC Helicopters Australia
186,BBS Communications Group Pty Ltd,Pharmacy Guild of Australia
583,BDaaS Consulting Pty Ltd,NextGen Distribution
583,BDaaS Consulting Pty Ltd,Violin Memory
583,BDaaS Consulting Pty Ltd,SuperMicro
583,BDaaS Consulting Pty Ltd,Arista Networks Australia Pty Ltd
583,BDaaS Consulting Pty Ltd,Appsense Limited
583,BDaaS Consulting Pty Ltd,Allbids.com.au Pty Ltd
583,BDaaS Consulting Pty Ltd,Australian 3D Manufacturing Association
583,BDaaS Consulting Pty Ltd,Forcite Helmet Systems Pty Ltd
583,BDaaS Consulting Pty Ltd,Atrust Computer Corp.
162,Belman Consulting Pty Ltd,Olbia Pty Limited
626,Blackie McDonald Pty Ltd,Hay Group
110,Bluegrass Consulting Pty Ltd,iTIC Australia Pty Ltd
614,Bossy Group Pty Ltd,GRA Everingham
614,Bossy Group Pty Ltd,Bevington Consulting Pty Ltd
614,Bossy Group Pty Ltd,The Hospitals Contribution Fund of Australia Limited
6,Bramex Pty Ltd,Iridium Satellite LLC and Iridium Subsidiary Corporations
6,Bramex Pty Ltd,Aireon (part owned by Iridium Satellite LLC)
6,Bramex Pty Ltd,Reach Beyond Australia
657,Brent William Knevett,Sutherland Global Services
657,Brent William Knevett,Jadu Software
657,Brent William Knevett,Sutherland Healthcare Solutions
657,Brent William Knevett,Accuvio
657,Brent William Knevett,Fivium
657,Brent William Knevett,Crown Project Services Pty Limited
657,Brent William Knevett,Anderson Morgan (Devonport) Pty Ltd
662,BroadSpectrum Consultants Pty Ltd,Free TV Australia Ltd
131,BTelecom Pty Ltd,Dragnet Internet Services Pty Ltd
131,BTelecom Pty Ltd,Chamberlains SBR Chartered Accountants
88,Burson-Marsteller Pty. Ltd.,Huawei Technologies
88,Burson-Marsteller Pty. Ltd.,Qualcomm
88,Burson-Marsteller Pty. Ltd.,Gilead Sciences
52,Bush Consulting Services Pty Ltd,SAP
52,Bush Consulting Services Pty Ltd,Australian Home Entertainment Distributors Association
52,Bush Consulting Services Pty Ltd,Fujitsu
52,Bush Consulting Services Pty Ltd,Telstra
52,Bush Consulting Services Pty Ltd,Southern Oil
654,C2hills Investments Pty Limited,Rivcott Pty Limited
556,Capital Hill Advisory Pty Ltd,Amgen Australia Pty Ltd
556,Capital Hill Advisory Pty Ltd,Norton Rose Fulbright Australia
556,Capital Hill Advisory Pty Ltd,Transfield Services (Australia) Pty Ltd
556,Capital Hill Advisory Pty Ltd,AstraZeneca Pty Ltd
556,Capital Hill Advisory Pty Ltd,Sanofi-Aventis Australia Pty Ltd
556,Capital Hill Advisory Pty Ltd,Bristol-Myers Squibb Australia Pty Ltd
556,Capital Hill Advisory Pty Ltd,Pfizer Australia Pty Ltd
556,Capital Hill Advisory Pty Ltd,Merck Sharp & Dohme (Australia) Pty Ltd
556,Capital Hill Advisory Pty Ltd,Novartis Pharmaceuticals Australia Pty Ltd
556,Capital Hill Advisory Pty Ltd,Assetlink Services Pty Ltd
556,Capital Hill Advisory Pty Ltd,William Hill Australia
556,Capital Hill Advisory Pty Ltd,Unity Resources Group Pty Ltd
556,Capital Hill Advisory Pty Ltd,Glencore Coal Assets Australia Pty Ltd
556,Capital Hill Advisory Pty Ltd,Sharelife Australia Limited
556,Capital Hill Advisory Pty Ltd,Australian Remittance and Currency Providers Association
556,Capital Hill Advisory Pty Ltd,Employers Mutual Management Pty Ltd
556,Capital Hill Advisory Pty Ltd,PPB Advisory
556,Capital Hill Advisory Pty Ltd,Stuart Alexander & Co Pty Ltd
556,Capital Hill Advisory Pty Ltd,Queensland Investment Corporation
556,Capital Hill Advisory Pty Ltd,Creating Australia
556,Capital Hill Advisory Pty Ltd,Xerox Business Services LLC and its Affiliates
601,Catherine McGovern,Australasian College of Podiatric Surgeons
601,Catherine McGovern,HammondCare
601,Catherine McGovern,Meridian Energy Australia Pty Ltd
27,Cato Counsel Pty Ltd,Pacific Brands
27,Cato Counsel Pty Ltd,Safegov
27,Cato Counsel Pty Ltd,Sterling Early Education
27,Cato Counsel Pty Ltd,Patties Foods Limited
191,"Cemdia Pty, Ltd",NBNCo
265,CGP solutions Ltd,ViaSat Inc
265,CGP solutions Ltd,NewSat Limited
265,CGP solutions Ltd,Motorola Solutions Inc
157,Chikarovski & Associates Pty Ltd,Association of Financial Advisers Ltd
157,Chikarovski & Associates Pty Ltd,Stirling Bridge Capital Ltd
157,Chikarovski & Associates Pty Ltd,Supercharge Batteries
157,Chikarovski & Associates Pty Ltd,EJ Cooper and Son Pty Limited
157,Chikarovski & Associates Pty Ltd,Civeo
157,Chikarovski & Associates Pty Ltd,Salini Impregilo
157,Chikarovski & Associates Pty Ltd,Australian Renewable Fuels Limited
658,Chris Drummer ,Rhonda Joy Deep
658,Chris Drummer ,Australian Mobile Dental Care
113,CHRIS SCHACHT,PILATUS
113,CHRIS SCHACHT,Liebherr Australia
113,CHRIS SCHACHT,PMB Defence
113,CHRIS SCHACHT,Basetec Services Pty Ltd
215,"Clark, Kerren G",BioGrid
215,"Clark, Kerren G",Bionics Institute
215,"Clark, Kerren G",Oliver Hume Property Funds
475,Clifton Consulting Services Pty Ltd,Mecrus Pty Ltd
475,Clifton Consulting Services Pty Ltd,AquaSure Pty Ltd
475,Clifton Consulting Services Pty Ltd,Odyssey House
475,Clifton Consulting Services Pty Ltd,GEO Group Australia Pty Ltd 
79,CMAX Communications Pty Ltd,Australian Coal Association
79,CMAX Communications Pty Ltd,Grains Council of Australia
79,CMAX Communications Pty Ltd,Pegasus Riding for the Disabled
79,CMAX Communications Pty Ltd,L3 Nautronix
79,CMAX Communications Pty Ltd,Stryker 
79,CMAX Communications Pty Ltd,Fortescue Metals Group 
79,CMAX Communications Pty Ltd,Association Mining and Exploration Companies
79,CMAX Communications Pty Ltd,Send Hope Not Flowers
79,CMAX Communications Pty Ltd,Recurrent Energy
79,CMAX Communications Pty Ltd,Northrop Grumman International
79,CMAX Communications Pty Ltd,Saab Systems
79,CMAX Communications Pty Ltd,Oracle Australia
79,CMAX Communications Pty Ltd,Northrop Grumman Australia
79,CMAX Communications Pty Ltd,BUILDINGSMART AUSTRALASIA INCORPORATED
79,CMAX Communications Pty Ltd,National Capital Private Hospital
79,CMAX Communications Pty Ltd,Wellspect Healthcare
79,CMAX Communications Pty Ltd,Innovex Solutions
79,CMAX Communications Pty Ltd,DefenceSA
79,CMAX Communications Pty Ltd,RAYGEN Resources Pty Ltd
472,Comsult(Aust) Pty Ltd,AsiaSpace Ltd
472,Comsult(Aust) Pty Ltd,O3b
472,Comsult(Aust) Pty Ltd,OmniSpace
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,FQM Australia Nickel Pty Ltd
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,First Quantum Minerals Limited 
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,Rosslyn Hill Mining Pty Ltd
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,Enirgi Group Corporation
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,Japan Australia LNG (MIMI) Pty Ltd 
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,Tronox Limited
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,Delaware North Companies Inc.
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,Northern Rise Village Services Pty Ltd.
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,El Questro Wilderness Park
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,Merchant Overseas Logistics Pty Ltd
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,Lynas Corporation
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,Mirvac Group
625,Connect GR Pty Ltd as Trustee for Connect GR Unit Trust,West Australian Football Commission
142,Consilium International Group Pty Ltd,Senetas
142,Consilium International Group Pty Ltd,UXC Limited
638,Contextual Communications Pty Ltd,HealthCert International
18,Corporate Words Australia Pty Limited,MEO Australia Limited
18,Corporate Words Australia Pty Limited,Cue Energy Resources Ltd
160,Cotterell Jannette Suzanne,The Australian and New Zealand Association of Oral and Maxillofacial Surgeons
160,Cotterell Jannette Suzanne,Private Cancer Physicians of Australia
160,Cotterell Jannette Suzanne,Community Pharmacy Chemotherapy Services Group
160,Cotterell Jannette Suzanne,National Association of Specialist Obstetricians and Gynaecologists
160,Cotterell Jannette Suzanne,Australian Aged Care Association
160,Cotterell Jannette Suzanne,Childcare Queensland
160,Cotterell Jannette Suzanne,Royal Australian and New Zealand College of Radiologists
160,Cotterell Jannette Suzanne,Professionals for Safe Cancer Treatment
160,Cotterell Jannette Suzanne,Childcare NSW
160,Cotterell Jannette Suzanne,Childcare WA
160,Cotterell Jannette Suzanne,Generic Medicines Industry Association
160,Cotterell Jannette Suzanne,Australian and International Pilots' Association
160,Cotterell Jannette Suzanne,Pharmaceutical Industry Council
160,Cotterell Jannette Suzanne,Australian Childcare Alliance
160,Cotterell Jannette Suzanne,Australian Technology Network (of universities)
160,Cotterell Jannette Suzanne,canSpeak Australia (pro bono)
160,Cotterell Jannette Suzanne,Medical Oncology Group of Australia
160,Cotterell Jannette Suzanne,Pharmaceutical Industry Council
160,Cotterell Jannette Suzanne,Gas Energy Australia
160,Cotterell Jannette Suzanne,Alphapharm
160,Cotterell Jannette Suzanne,Childcare SA
160,Cotterell Jannette Suzanne,Leukaemia Foundation
160,Cotterell Jannette Suzanne,Australian Technology Network
160,Cotterell Jannette Suzanne,Carers Australia
160,Cotterell Jannette Suzanne,BioCSL Pty Ltd
160,Cotterell Jannette Suzanne,HWL Ebsworth Lawyers
160,Cotterell Jannette Suzanne,Merck Sharp & Dohme (Australia) Pty Limited
160,Cotterell Jannette Suzanne,AHISA LIMITED
160,Cotterell Jannette Suzanne,Fuji Xerox Australia Pty Ltd
160,Cotterell Jannette Suzanne,Victorian Automobile Chamber of Commerce
160,Cotterell Jannette Suzanne,Pharmacy Guild of Australia
160,Cotterell Jannette Suzanne,The Bionics Institute
160,Cotterell Jannette Suzanne,Genworth Mortgage Insurance Australia Limited
160,Cotterell Jannette Suzanne,Melanoma Patients Australia
160,Cotterell Jannette Suzanne,100 Lives Limited (An Armenian Anniversary Project) 
160,Cotterell Jannette Suzanne,Adopt Change (Adoption Awareness Ltd) pro bono
160,Cotterell Jannette Suzanne,State Grid Corporation of China
160,Cotterell Jannette Suzanne,eBay International AG
160,Cotterell Jannette Suzanne,PayPal Australia
403,Covance Pty Ltd (Covance Market Access Services division),Janssen Cilag Pty Ltd
403,Covance Pty Ltd (Covance Market Access Services division),Novartis Pharmaceuticals Australia Pty Ltd
403,Covance Pty Ltd (Covance Market Access Services division),Eisai Australia Pty Limited
329,Cox Inall Communications,Sydney Fish Market
299,CPI Strategic Pty Ltd,Costa Group of Companies
81,CPR Communications & Public Relations Pty Ltd,Nextgen
81,CPR Communications & Public Relations Pty Ltd,Brisbane Airport Corporation
81,CPR Communications & Public Relations Pty Ltd,Macquarie Telecom
81,CPR Communications & Public Relations Pty Ltd,Competitive Carriers Coalition
81,CPR Communications & Public Relations Pty Ltd,La Trobe University
81,CPR Communications & Public Relations Pty Ltd,Google Australia
81,CPR Communications & Public Relations Pty Ltd,The Cooperative Research Centres Association
81,CPR Communications & Public Relations Pty Ltd,OzHub
81,CPR Communications & Public Relations Pty Ltd,Cozero
81,CPR Communications & Public Relations Pty Ltd,Regional Cities Victoria
81,CPR Communications & Public Relations Pty Ltd,Council of Small Business of Australia 
81,CPR Communications & Public Relations Pty Ltd,Baker IDI
81,CPR Communications & Public Relations Pty Ltd,Australian Secondary Principals Association
81,CPR Communications & Public Relations Pty Ltd,Greater Shepparton City Council
81,CPR Communications & Public Relations Pty Ltd,City of Wodonga
81,CPR Communications & Public Relations Pty Ltd,Wyndham City Council
81,CPR Communications & Public Relations Pty Ltd,Hume Alliance
81,CPR Communications & Public Relations Pty Ltd,Hire and Rental Industry Association
81,CPR Communications & Public Relations Pty Ltd,Zuffa LLC
81,CPR Communications & Public Relations Pty Ltd,Australian Primary Principals Association
81,CPR Communications & Public Relations Pty Ltd,The Trustee for ADMINISTRATION  MARKETING SOLUTIONS TRUST (Chemists Warehouse/My Chemist Group)
81,CPR Communications & Public Relations Pty Ltd,Housing Industry Association Limited
81,CPR Communications & Public Relations Pty Ltd,Moulis Legal 
81,CPR Communications & Public Relations Pty Ltd,Twig Australia New Zealand
81,CPR Communications & Public Relations Pty Ltd,Coogee Energy
81,CPR Communications & Public Relations Pty Ltd,Campbell Park Property Developments Pty Ltd
81,CPR Communications & Public Relations Pty Ltd,Melbourne Writer's Festival Inc
81,CPR Communications & Public Relations Pty Ltd,ABB Australia Pty Limited 
81,CPR Communications & Public Relations Pty Ltd,Association of anti Virus Asia Researchers 
81,CPR Communications & Public Relations Pty Ltd,Abbotsford Convent Foundation 
81,CPR Communications & Public Relations Pty Ltd,Greenfleet Australia
81,CPR Communications & Public Relations Pty Ltd,Mink Apartments Pty Ltd
683,Craig Emerson Economics Pty Ltd,AGL Energy
683,Craig Emerson Economics Pty Ltd,Santos
683,Craig Emerson Economics Pty Ltd,Wesfarmers
683,Craig Emerson Economics Pty Ltd,Coles Supermarkets Australia
99,Craigleed Pty Ltd,Singapore Airlines Ltd
99,Craigleed Pty Ltd,CSL Australia Pty Ltd
193,CRAKYL Pty Ltd,Future School
193,CRAKYL Pty Ltd,Just Excellence Investments Pty Ltd
193,CRAKYL Pty Ltd,Rainbowforce Pty Ltd
193,CRAKYL Pty Ltd,Manns Homeworld
193,CRAKYL Pty Ltd,Gibbens Industries
193,CRAKYL Pty Ltd,Mainpac Pty Ltd
105,CreditWise Pty Ltd,Australian Finance Conference
580,Crosby Textor Research Strategies Results,Australian Petroleum Production and Exploration Association Ltd (APPEA)
